-0.4461,-0.0742,-0.822
-0.3808,0.1929,-0.5942
-0.1845,0.0141,-0.5478
-0.2547,0.2293,-0.9795
-0.2764,0.0253,-0.5543
0.453,0.0677,0.2489
0.1348,0.0136,1.0037
0.0278,-0.159,0.0486
0.5058,-0.0391,0.9122
-0.1169,0.0666,-0.9076
-0.2657,-0.0918,-0.5735
0.3805,-0.3055,0.296
-0.0021,0.0174,0.3931
-0.1016,0.1729,-0.926
-0.0426,-0.1292,-0.321
0.5749,-0.1542,0.3005
0.0404,0.0317,-0.5888
0.0002,-0.0922,0.4912
0.2492,0.1216,0.6675
0.1171,-0.1513,0.1189
0.3624,0.1205,0.4545
-0.06,0.1749,-0.7149
0.1334,0.1102,0.5088
0.0062,0.1045,-0.271
0.1187,0.1023,0.1838
0.0857,-0.0213,-0.286
0.5927,-0.0997,0.3058
0.2408,-0.1832,0.2602
0.0027,-0.1454,0.2407
-0.3245,0.3031,-0.9068
0.4528,-0.0568,0.232
-0.0999,0.0283,-0.3411
-0.1322,-0.054,0.7212
-0.1475,-0.1354,-0.7111
0.2935,0.1167,0.7212
-0.3815,-0.0945,-0.6042
0.0095,-0.1232,-0.3228
-0.2388,-0.1264,-1.0212
0.1187,0.1023,0.1838
-0.4849,0.0883,-0.6758
0.2395,-0.1627,1.0231
-0.1327,-0.1489,-0.7303
0.4183,-0.3488,0.3494
0.0635,-0.0922,0.8581
0.1167,0.0141,-0.1106
0.4697,0.0313,0.7562
-0.0194,-0.0569,0.3672
0.4881,0.0666,0.7031
0.055,-0.152,0.7058
0.0987,-0.1548,0.1194
-0.1321,0.0292,0.7389
0.5096,-0.1277,0.2412
-0.2364,-0.0576,-0.5594
-0.1207,-0.0215,-0.4471
-0.289,-0.0763,-1.0222
-0.0091,0.0694,0.1206
-0.1857,-0.1116,-0.5884
-0.3269,0.1914,-1.0068
0.0012,-0.0047,0.4893
0.0287,0.0754,0.3309
-0.0963,0.0999,-0.5195
-0.3095,0.3018,-0.9158
0.6006,-0.1807,0.792
0.6108,0.1021,0.5077
0.3644,0.1007,0.8111
-0.4101,-0.125,-0.8007
-0.126,-0.0391,-0.5002
0.0411,-0.004,-0.6418
0.1931,-0.0737,0.1376
0.2065,0.0146,0.1902
-0.2734,0.0021,-0.5534
0.0997,0.1016,0.6305
-0.1838,0.0143,-0.7938
-0.0587,0.1632,-0.6767
0.5078,0.1211,0.6143
0.0974,0.0144,1.0264
0.0112,-0.1372,-0.8614
0.0117,-0.1095,0.5354
-0.1054,0.0394,-0.3949
0.488,-0.0718,0.2376
0.0459,-0.0931,-1.0258
0.2579,0.1042,0.8294
0.6312,0.0141,0.3317
-0.2115,-0.0752,-0.8366
0.0273,0.0693,-1.0038
0.382,0.1334,0.5796
0.3487,0.1168,0.5089
0.4183,0.1366,0.5787
0.0976,-0.1981,0.7367
-0.1037,0.0694,-0.4488
0.5711,-0.058,0.5936
0.2049,0.115,0.8103
-0.3441,0.3039,-0.7658
0.0015,0.1027,-0.5535
-0.0091,-0.1297,0.246
0.0105,0.103,-0.326
0.0127,-0.0939,0.701
-0.3107,-0.1242,-0.7483
-0.1671,0.2085,-0.6248
0.1339,0.0963,0.7216
0.6099,0.1179,0.383
0.4971,-0.0376,0.6862
0.5057,-0.1791,0.6136
0.1187,0.1023,0.1838
-0.0428,0.0671,0.7436
-0.0083,-0.1294,0.2644
-0.2904,0.3032,-0.6977
0.3273,-0.2211,0.6684
0.6575,0.0319,0.4024
-0.0202,-0.0923,0.2964
-0.3265,0.3037,-0.8544
-0.4161,0.2286,-0.6404
0.6139,0.0161,0.8451
-0.0933,0.0854,-0.4438
0.3461,0.1316,0.3495
-0.1146,-0.1379,-1.001
-0.012,0.2117,-0.9567
0.4383,-0.3371,0.5095
0.514,-0.1447,0.6123
-0.1845,0.032,-0.5478
0.2787,0.0495,0.8905
0.0453,0.0138,0.8711
0.3295,-0.2958,0.4748
0.0783,0.067,-0.8898
0.0063,0.1047,-0.6497
0.1145,0.0122,0.9357
-0.0783,0.1241,0.7566
0.11,-0.1691,0.6934
-0.0248,-0.1633,0.8095
-0.0783,-0.2069,-0.9783
-0.0696,0.0308,-0.1302
-0.4576,0.1735,-0.7837
0.4821,-0.0223,0.7728
0.1106,0.0322,-0.1287
-0.1113,-0.0734,0.6968
-0.0608,0.1351,-0.9871
-0.0606,-0.2066,-0.9606
0.0285,-0.1461,-0.0932
-0.0432,0.1178,-0.4655
0.0105,0.103,-0.326
0.0098,-0.139,-0.8369
0.0102,0.2029,-0.9783
0.0439,-0.1446,-0.0543
-0.4058,-0.1267,-0.7314
0.6109,-0.1092,0.3343
0.1742,-0.2304,0.613
0.1348,0.0136,1.0037
-0.0209,-0.1286,0.0812
-0.2899,0.3039,-0.7312
-0.09,-0.0749,-0.27
0.5412,0.1201,0.5801
0.0486,-0.1106,-0.3617
0.2398,0.0301,0.9003
0.2581,0.1222,0.4729
-0.4448,-0.0308,-0.8898
-0.1324,0.0144,-0.8727
0.5782,0.0855,0.3039
0.1334,0.1112,0.5974
-0.0606,-0.2066,-0.9606
0.0101,-0.0569,0.8571
0.1175,-0.2254,0.4552
-0.0779,-0.1214,-0.3576
-0.0026,-0.1105,0.4204
0.1499,-0.1053,0.9152
-0.1847,-0.057,-0.7602
0.1156,-0.1454,0.085
0.0585,0.1207,-1.0104
-0.4523,0.1937,-0.8284
0.1874,-0.2527,0.7639
0.4546,-0.3077,0.2917
0.4003,0.0135,0.9076
0.3122,0.0198,0.8986
0.4798,-0.0391,0.757
-0.1822,0.1196,-0.564
0.5945,0.0667,0.5612
-0.238,-0.1071,-0.5922
-0.2939,-0.1619,-0.9593
0.1008,0.0977,0.5271
0.3319,-0.0193,1.0191
-0.1668,-0.0922,-0.757
0.0885,-0.0366,-0.27
0.1164,0.0314,-0.0931
-0.0104,-0.1272,-0.3123
-0.3244,-0.1297,-0.6963
0.1349,-0.2093,0.5273
0.0992,0.1111,0.8444
0.0814,-0.2063,0.3698
-0.2649,-0.0193,-0.5535
0.3213,-0.0387,0.9688
-0.099,-0.0953,-0.4821
-0.2553,-0.0568,-0.986
0.0983,0.1087,0.4049
0.5449,-0.1802,0.2602
-0.0598,-0.1525,-1.0111
-0.0605,-0.1299,-0.3497
0.4754,-0.1276,0.7743
-0.402,0.2267,-0.9643
0.5145,-0.0916,0.7936
0.1868,-0.2517,0.4707
0.1873,0.114,0.5794
0.4528,-0.0391,0.233
0.3465,0.1317,0.3848
0.0082,-0.1078,-0.6769
0.4174,-0.3099,0.2911
0.3995,-0.1812,0.2159
-0.326,0.2675,-0.6274
0.5961,-0.0755,0.3037
0.0105,0.103,-0.326
0.3997,-0.2614,0.6327
0.5007,0.0483,0.6968
0.0978,-0.1836,0.5801
0.0112,0.1036,-0.3437
0.5598,-0.252,0.3033
-0.0964,-0.0883,-1.0013
-0.1584,-0.0923,-0.8013
-0.375,-0.0723,-0.9119
0.1338,0.0858,0.8615
-0.0334,-0.1134,0.0515
-0.1488,0.0131,-0.816
0.2226,-0.1807,0.2397
0.0339,-0.1453,0.7212
-0.0288,0.0168,0.223
-0.2553,-0.1628,-0.8884
0.1187,0.1023,0.1838
0.4918,0.1385,0.5806
0.0248,0.074,0.313
-0.4672,-0.0189,-0.9429
0.6042,-0.1957,0.3497
0.0986,0.1097,0.3864
0.5242,-0.0388,0.9081
-0.096,0.1172,0.7566
-0.131,0.1411,-0.5859
-0.309,-0.127,-1.0092
-0.0076,-0.1446,-0.1993
-0.1407,-0.0907,-0.943
0.1803,-0.2394,0.504
-0.3629,-0.0292,-0.5627
-0.0091,0.1,-0.0857
-0.1178,-0.0921,0.7586
-0.1265,0.0312,-0.5024
-0.4147,0.0848,-0.9629
0.6108,0.1021,0.5077
0.1163,-0.1955,0.7256
0.5075,0.0398,0.8464
0.5413,-0.3039,0.7743
0.5769,-0.2699,0.4738
-0.1838,0.2266,-0.6306
-0.1051,0.0327,-0.3765
0.5433,-0.198,0.5614
-0.1267,0.0671,0.7566
0.5388,-0.021,0.2531
0.0061,0.1055,-0.1084
-0.4659,0.0678,-0.8725
0.0984,-0.2176,0.811
0.0987,-0.1908,0.2609
-0.2273,0.0853,-0.8185
-0.5209,0.1202,-0.71
0.0997,-0.2056,0.3347
-0.4336,0.2083,-0.6436
0.563,-0.0259,0.6071
0.0633,-0.2076,0.7743
-0.3617,0.0139,-0.5573
-0.3603,0.2971,-0.8197
-0.0436,0.1014,0.8085
-0.0178,-0.0572,0.3849
0.5092,-0.1619,0.6138
0.0845,0.0143,-0.822
0.3813,0.1302,0.5435
0.6039,-0.2161,0.792
0.0872,0.0145,-0.2704
0.3098,-0.1616,0.9876
0.4738,0.0145,0.9085
0.579,-0.0931,0.2908
0.0111,0.1028,-0.4008
0.1104,-0.0745,0.8805
0.2759,-0.2706,0.5309
-0.0612,-0.121,-0.4622
-0.0458,-0.1293,-0.1984
0.4355,0.0144,0.9089
0.0628,-0.1414,-0.0384
0.0633,-0.2076,0.7743
-0.0782,-0.1254,0.7904
0.6465,0.014,0.4889
-0.0231,-0.1278,0.8261
-0.2199,-0.1376,-0.996
-0.3815,-0.0945,-0.6042
0.4885,-0.2356,0.7699
0.029,0.1026,-0.2079
0.3117,0.1378,0.608
0.0984,-0.2176,0.811
0.2957,0.0115,1.0386
-0.0065,0.2026,-0.926
0.0079,0.093,-0.4658
0.02,-0.1617,0.3299
0.0585,0.1207,-1.0104
0.6238,-0.1271,0.3847
-0.0417,-0.04,0.836
0.1013,-0.2127,0.3607
